property_type,state,region,city,neighborhood,price_source,base_price_m2,area_m2,bedrooms,bathrooms,floor,parking_spaces,neighborhood_score,condo_fee,age_years,distance_to_center_km
apartment,RO,Norte,Porto Velho,Centro,estimated_regional_proxy,5600.0,35,2,2,26,1,8.6,562.25,4,1.42
apartment,AL,Nordeste,Maceió,Zona Leste,FipeZAP,9908.0,117,3,2,24,1,6.3,759.55,0,9.07
house,SE,Nordeste,Aracaju,Área Nobre,FipeZAP,5529.0,292,4,3,0,1,9.3,826.22,37,4.8
apartment,RO,Norte,Porto Velho,Zona Norte,estimated_regional_proxy,5600.0,167,4,5,33,2,5.8,1115.04,14,6.38
apartment,GO,Centro-Oeste,Goiânia,Zona Sul,FipeZAP,8226.0,95,3,2,11,1,8.0,1456.56,10,3.99
apartment,PB,Nordeste,João Pessoa,Zona Leste,FipeZAP,8081.0,114,3,2,32,1,7.3,836.3,18,8.49
house,AM,Norte,Manaus,Região Residencial,FipeZAP,7513.0,205,4,5,0,2,8.0,950.71,30,5.47
house,MS,Centro-Oeste,Campo Grande,Zona Oeste,FipeZAP,6839.0,118,4,5,0,1,6.1,431.09,33,8.68
house,RR,Norte,Boa Vista,Área Nobre,estimated_regional_proxy,5300.0,191,3,2,0,2,8.8,640.64,38,4.78
apartment,RS,Sul,Porto Alegre,Zona Sul,FipeZAP,7579.0,58,2,3,7,2,9.2,943.09,23,6.96
apartment,AC,Norte,Rio Branco,Região Residencial,estimated_regional_proxy,5200.0,193,5,4,7,1,8.6,1130.28,25,15.05
apartment,MA,Nordeste,São Luís,Zona Sul,FipeZAP,8627.0,183,4,4,7,1,9.0,1708.45,6,2.28
apartment,PE,Nordeste,Recife,Região Residencial,FipeZAP,8615.0,35,1,1,15,2,6.9,684.45,39,4.91
apartment,SP,Sudeste,São Paulo,Área Universitária,FipeZAP,12019.0,60,2,2,22,1,8.3,942.9,23,10.84
apartment,PR,Sul,Curitiba,Região Residencial,FipeZAP,11694.0,80,2,2,12,2,8.2,776.02,24,11.93
apartment,SP,Sudeste,São Paulo,Área Nobre,FipeZAP,12019.0,45,2,3,32,0,9.1,564.24,5,3.71
apartment,PR,Sul,Curitiba,Centro,FipeZAP,11694.0,67,2,3,16,2,8.4,1130.11,34,1.99
apartment,SC,Sul,Florianópolis,Zona Sul,FipeZAP,13208.0,210,3,4,10,2,9.2,3428.76,27,7.36
apartment,AC,Norte,Rio Branco,Centro,estimated_regional_proxy,5200.0,116,3,3,16,2,8.4,986.53,37,1.06
apartment,BA,Nordeste,Salvador,Área Universitária,FipeZAP,8385.0,187,3,4,24,1,7.3,1944.22,32,5.83
apartment,PA,Norte,Belém,Centro,FipeZAP,8882.0,171,4,4,31,1,8.4,2588.57,27,1.65
house,CE,Nordeste,Fortaleza,Zona Leste,FipeZAP,9350.0,196,4,5,0,3,5.4,602.17,25,18.79
apartment,RO,Norte,Porto Velho,Região Comercial,estimated_regional_proxy,5600.0,37,1,2,31,2,6.7,566.37,38,6.06
house,DF,Centro-Oeste,Brasília,Zona Oeste,FipeZAP,10090.0,89,2,1,0,1,7.7,358.29,15,15.33
apartment,PA,Norte,Belém,Centro,FipeZAP,8882.0,97,3,2,23,2,7.3,1485.96,30,3.56
house,MT,Centro-Oeste,Cuiabá,Zona Leste,FipeZAP,6931.0,147,3,2,0,2,7.1,717.59,6,20.87
apartment,RS,Sul,Porto Alegre,Zona Leste,FipeZAP,7579.0,215,3,3,10,1,7.3,2488.11,17,8.43
apartment,MG,Sudeste,Belo Horizonte,Área Universitária,FipeZAP,10663.0,52,2,3,23,1,7.6,667.45,9,2.69
apartment,MS,Centro-Oeste,Campo Grande,Zona Sul,FipeZAP,6839.0,198,3,3,14,1,9.7,1465.14,10,9.54
house,SP,Sudeste,São Paulo,Centro,FipeZAP,12019.0,88,2,1,0,4,8.6,523.24,12,1.36
apartment,CE,Nordeste,Fortaleza,Área Universitária,FipeZAP,9350.0,37,2,2,6,2,8.7,394.66,21,2.19
house,MS,Centro-Oeste,Campo Grande,Centro,FipeZAP,6839.0,80,3,3,0,2,7.4,438.47,16,1.44
apartment,AP,Norte,Macapá,Zona Norte,estimated_regional_proxy,5400.0,215,5,4,10,2,6.1,2074.85,10,6.53
apartment,PR,Sul,Curitiba,Área Nobre,FipeZAP,11694.0,41,1,2,35,2,8.7,511.61,10,3.86
apartment,AP,Norte,Macapá,Zona Oeste,estimated_regional_proxy,5400.0,79,1,2,1,2,6.1,919.48,6,17.76
apartment,AM,Norte,Manaus,Área Universitária,FipeZAP,7513.0,125,3,2,34,3,8.8,1231.76,14,4.6
apartment,TO,Norte,Palmas,Região Comercial,estimated_regional_proxy,5900.0,206,5,5,6,1,7.4,2747.98,39,6.52
house,SC,Sul,Florianópolis,Área Universitária,FipeZAP,13208.0,165,4,5,0,0,8.2,735.28,8,3.63
apartment,AP,Norte,Macapá,Zona Oeste,estimated_regional_proxy,5400.0,102,2,1,21,1,7.1,854.76,33,9.64
apartment,AP,Norte,Macapá,Região Comercial,estimated_regional_proxy,5400.0,82,3,3,27,1,6.9,918.97,8,8.74
apartment,ES,Sudeste,Vitória,Área Universitária,FipeZAP,14818.0,80,2,3,30,0,8.0,1030.63,24,9.78
apartment,GO,Centro-Oeste,Goiânia,Região Residencial,FipeZAP,8226.0,117,4,4,23,0,7.6,1594.06,30,3.29
apartment,SE,Nordeste,Aracaju,Área Universitária,FipeZAP,5529.0,72,1,2,30,0,8.4,760.57,13,12.61
apartment,SP,Sudeste,São Paulo,Centro,FipeZAP,12019.0,185,4,5,9,0,9.0,2460.24,38,0.66
apartment,AM,Norte,Manaus,Zona Oeste,FipeZAP,7513.0,106,4,3,7,1,6.9,1422.53,14,19.86
apartment,AL,Nordeste,Maceió,Área Nobre,FipeZAP,9908.0,56,2,1,15,1,10.0,471.98,30,6.28
apartment,AC,Norte,Rio Branco,Região Residencial,estimated_regional_proxy,5200.0,43,1,1,30,1,6.2,477.12,29,12.25
apartment,ES,Sudeste,Vitória,Zona Sul,FipeZAP,14818.0,207,3,2,34,1,8.2,2152.93,39,8.47
apartment,PE,Nordeste,Recife,Área Universitária,FipeZAP,8615.0,47,2,2,26,1,9.0,541.3,36,6.24
apartment,CE,Nordeste,Fortaleza,Região Residencial,FipeZAP,9350.0,91,4,5,13,1,8.7,1354.43,37,13.93
apartment,SE,Nordeste,Aracaju,Zona Leste,FipeZAP,5529.0,39,2,3,35,1,7.7,578.08,26,21.16
apartment,PR,Sul,Curitiba,Área Nobre,FipeZAP,11694.0,185,4,5,29,1,9.5,1909.17,7,1.1
apartment,TO,Norte,Palmas,Região Comercial,estimated_regional_proxy,5900.0,198,4,3,25,1,8.2,1925.91,24,1.4
apartment,PR,Sul,Curitiba,Região Residencial,FipeZAP,11694.0,55,3,2,18,1,8.0,744.22,31,5.36
house,AC,Norte,Rio Branco,Área Universitária,estimated_regional_proxy,5200.0,233,5,5,0,2,7.3,1139.29,31,7.34
apartment,DF,Centro-Oeste,Brasília,Área Nobre,FipeZAP,10090.0,118,2,3,31,1,9.9,1815.28,11,6.23
house,RS,Sul,Porto Alegre,Região Periférica,FipeZAP,7579.0,136,2,2,0,1,6.7,414.15,31,12.64
apartment,PR,Sul,Curitiba,Região Comercial,FipeZAP,11694.0,154,4,3,32,1,6.6,1031.71,26,4.1
apartment,RJ,Sudeste,Rio de Janeiro,Zona Oeste,FipeZAP,10939.0,103,2,2,19,1,7.8,1252.55,22,16.91
apartment,PA,Norte,Belém,Zona Sul,FipeZAP,8882.0,171,3,2,0,1,8.5,1177.38,9,11.42
house,GO,Centro-Oeste,Goiânia,Região Residencial,FipeZAP,8226.0,276,4,3,0,1,6.1,775.97,10,4.03
apartment,RN,Nordeste,Natal,Zona Oeste,FipeZAP,6334.0,42,1,1,19,2,7.6,536.94,39,14.7
apartment,MT,Centro-Oeste,Cuiabá,Região Comercial,FipeZAP,6931.0,55,1,1,13,1,7.2,802.35,40,5.11
apartment,MA,Nordeste,São Luís,Região Comercial,FipeZAP,8627.0,163,3,3,2,2,6.8,2042.69,30,5.94
apartment,PA,Norte,Belém,Zona Sul,FipeZAP,8882.0,32,2,1,9,1,9.4,555.42,20,10.73
apartment,AL,Nordeste,Maceió,Área Universitária,FipeZAP,9908.0,86,3,3,6,1,6.6,1266.42,20,8.31
apartment,RR,Norte,Boa Vista,Zona Leste,estimated_regional_proxy,5300.0,165,4,3,5,1,5.8,1152.24,6,19.33
apartment,PA,Norte,Belém,Zona Leste,FipeZAP,8882.0,68,2,2,29,0,7.3,464.21,0,16.25
house,RN,Nordeste,Natal,Zona Leste,FipeZAP,6334.0,179,3,3,0,1,6.4,559.93,28,10.77
apartment,PI,Nordeste,Teresina,Zona Oeste,FipeZAP,5857.0,185,4,5,29,2,7.3,2304.0,8,7.01
apartment,PI,Nordeste,Teresina,Centro,FipeZAP,5857.0,41,1,2,31,2,8.0,870.49,9,2.92
house,SC,Sul,Florianópolis,Região Residencial,FipeZAP,13208.0,319,4,4,0,1,8.0,1456.02,23,8.11
apartment,RR,Norte,Boa Vista,Centro,estimated_regional_proxy,5300.0,115,4,3,11,2,7.6,1596.69,9,0.93
apartment,AL,Nordeste,Maceió,Centro,FipeZAP,9908.0,47,2,3,29,0,7.3,553.89,4,1.15
apartment,PA,Norte,Belém,Região Comercial,FipeZAP,8882.0,116,3,4,35,1,8.7,1332.08,18,7.6
apartment,BA,Nordeste,Salvador,Área Nobre,FipeZAP,8385.0,175,4,5,16,1,9.8,1990.54,37,0.73
apartment,RS,Sul,Porto Alegre,Área Nobre,FipeZAP,7579.0,199,4,4,32,1,8.6,1876.16,35,6.78
apartment,PR,Sul,Curitiba,Zona Oeste,FipeZAP,11694.0,77,1,1,21,1,8.1,867.72,6,7.04
apartment,MT,Centro-Oeste,Cuiabá,Zona Oeste,FipeZAP,6931.0,174,4,4,3,1,7.1,1317.88,15,7.78
house,PB,Nordeste,João Pessoa,Zona Sul,FipeZAP,8081.0,142,4,3,0,0,9.3,509.29,10,7.59
house,AC,Norte,Rio Branco,Zona Leste,estimated_regional_proxy,5200.0,102,4,5,0,3,6.3,597.6,6,7.79
house,ES,Sudeste,Vitória,Região Residencial,FipeZAP,14818.0,293,4,4,0,1,7.1,1160.0,18,6.13
apartment,ES,Sudeste,Vitória,Região Residencial,FipeZAP,14818.0,55,1,2,29,1,7.9,668.17,31,3.7
apartment,RR,Norte,Boa Vista,Região Periférica,estimated_regional_proxy,5300.0,91,4,3,29,0,5.0,900.33,25,15.03
apartment,PA,Norte,Belém,Centro,FipeZAP,8882.0,154,3,3,30,0,7.6,1286.79,26,3.58
house,BA,Nordeste,Salvador,Zona Oeste,FipeZAP,8385.0,242,4,4,0,2,6.8,647.61,17,12.47
apartment,RS,Sul,Porto Alegre,Zona Oeste,FipeZAP,7579.0,85,2,2,26,1,6.6,840.86,17,15.17
apartment,PE,Nordeste,Recife,Região Comercial,FipeZAP,8615.0,111,4,5,21,2,7.6,1477.42,40,6.66
apartment,AL,Nordeste,Maceió,Zona Oeste,FipeZAP,9908.0,182,5,5,28,1,7.4,1268.45,22,14.28
house,MG,Sudeste,Belo Horizonte,Zona Norte,FipeZAP,10663.0,220,3,4,0,3,7.4,1075.68,36,16.06
apartment,RJ,Sudeste,Rio de Janeiro,Região Comercial,FipeZAP,10939.0,56,1,2,8,1,7.3,722.6,14,7.53
house,SC,Sul,Florianópolis,Zona Oeste,FipeZAP,13208.0,256,4,5,0,3,7.6,980.18,27,14.03
apartment,GO,Centro-Oeste,Goiânia,Centro,FipeZAP,8226.0,68,3,3,32,1,7.1,1084.77,16,2.34
house,RS,Sul,Porto Alegre,Centro,FipeZAP,7579.0,289,4,3,0,1,8.2,756.04,6,1.54
apartment,AL,Nordeste,Maceió,Zona Oeste,FipeZAP,9908.0,77,2,2,5,2,7.7,667.56,27,8.12
apartment,TO,Norte,Palmas,Zona Leste,estimated_regional_proxy,5900.0,203,4,5,3,0,6.6,958.07,28,19.47
apartment,GO,Centro-Oeste,Goiânia,Zona Sul,FipeZAP,8226.0,141,4,4,21,1,8.5,2398.64,10,9.13
house,RS,Sul,Porto Alegre,Zona Leste,FipeZAP,7579.0,285,3,2,0,2,7.4,793.53,25,16.31
apartment,CE,Nordeste,Fortaleza,Área Universitária,FipeZAP,9350.0,57,2,1,22,1,6.6,989.19,10,5.1
apartment,GO,Centro-Oeste,Goiânia,Área Universitária,FipeZAP,8226.0,50,1,1,4,1,7.9,681.58,25,3.09
apartment,AP,Norte,Macapá,Área Universitária,estimated_regional_proxy,5400.0,97,3,3,35,1,8.2,1193.22,20,9.73
house,AP,Norte,Macapá,Zona Leste,estimated_regional_proxy,5400.0,163,3,3,0,1,5.8,222.61,30,20.07
apartment,MT,Centro-Oeste,Cuiabá,Região Residencial,FipeZAP,6931.0,153,3,3,33,0,8.5,898.7,8,9.88
apartment,RR,Norte,Boa Vista,Zona Leste,estimated_regional_proxy,5300.0,174,4,4,13,1,5.3,1508.86,1,5.86
house,SC,Sul,Florianópolis,Região Periférica,FipeZAP,13208.0,125,3,3,0,3,4.2,535.8,22,25.65
house,ES,Sudeste,Vitória,Centro,FipeZAP,14818.0,207,3,3,0,2,8.5,756.0,40,0.67
apartment,BA,Nordeste,Salvador,Área Universitária,FipeZAP,8385.0,109,2,2,31,0,6.8,1711.78,9,4.27
apartment,RJ,Sudeste,Rio de Janeiro,Região Residencial,FipeZAP,10939.0,67,2,3,29,1,7.0,843.42,23,3.71
apartment,DF,Centro-Oeste,Brasília,Zona Norte,FipeZAP,10090.0,62,2,2,0,2,6.0,467.27,35,8.35
apartment,RJ,Sudeste,Rio de Janeiro,Região Comercial,FipeZAP,10939.0,58,3,2,9,1,8.0,989.16,12,1.57
house,MA,Nordeste,São Luís,Centro,FipeZAP,8627.0,270,5,5,0,3,9.1,888.03,37,3.76
house,RS,Sul,Porto Alegre,Zona Oeste,FipeZAP,7579.0,148,3,2,0,2,7.1,656.36,33,11.04
house,RO,Norte,Porto Velho,Zona Norte,estimated_regional_proxy,5600.0,272,4,4,0,1,5.8,1128.68,16,15.73
apartment,ES,Sudeste,Vitória,Região Periférica,FipeZAP,14818.0,189,4,3,3,1,4.5,1853.44,3,17.9
apartment,SC,Sul,Florianópolis,Zona Norte,FipeZAP,13208.0,88,3,2,29,3,5.6,750.08,17,7.97
house,PI,Nordeste,Teresina,Região Residencial,FipeZAP,5857.0,113,3,3,0,2,7.1,436.06,24,11.19
apartment,DF,Centro-Oeste,Brasília,Centro,FipeZAP,10090.0,96,3,2,13,2,7.0,1311.96,9,1.98
apartment,AC,Norte,Rio Branco,Zona Norte,estimated_regional_proxy,5200.0,113,2,3,17,1,7.0,1345.22,11,6.42
apartment,MA,Nordeste,São Luís,Área Universitária,FipeZAP,8627.0,59,2,3,11,1,6.8,604.27,16,13.12
apartment,RR,Norte,Boa Vista,Região Periférica,estimated_regional_proxy,5300.0,96,3,2,6,1,6.4,981.91,34,12.08
house,MG,Sudeste,Belo Horizonte,Região Residencial,FipeZAP,10663.0,162,4,4,0,3,8.1,721.11,37,4.08
apartment,MS,Centro-Oeste,Campo Grande,Área Nobre,FipeZAP,6839.0,61,2,2,24,1,9.1,1020.11,31,2.41
apartment,MT,Centro-Oeste,Cuiabá,Zona Norte,FipeZAP,6931.0,172,4,5,25,2,7.1,1699.74,18,7.24
apartment,BA,Nordeste,Salvador,Zona Sul,FipeZAP,8385.0,114,4,3,1,3,8.8,1029.84,35,11.33
apartment,GO,Centro-Oeste,Goiânia,Zona Oeste,FipeZAP,8226.0,166,4,5,31,0,7.6,964.09,31,19.63
apartment,PR,Sul,Curitiba,Região Periférica,FipeZAP,11694.0,51,1,1,15,1,6.5,615.26,17,18.87
apartment,PB,Nordeste,João Pessoa,Zona Norte,FipeZAP,8081.0,159,5,5,30,2,7.8,2200.08,19,7.33
apartment,ES,Sudeste,Vitória,Região Comercial,FipeZAP,14818.0,198,5,4,31,1,8.9,1323.4,23,6.94
apartment,SE,Nordeste,Aracaju,Região Comercial,FipeZAP,5529.0,148,4,5,8,3,8.7,1913.43,7,1.02
apartment,ES,Sudeste,Vitória,Zona Oeste,FipeZAP,14818.0,58,2,2,33,2,6.5,821.35,2,18.23
apartment,BA,Nordeste,Salvador,Zona Oeste,FipeZAP,8385.0,207,3,4,17,1,6.5,1668.99,40,10.89
house,PA,Norte,Belém,Centro,FipeZAP,8882.0,152,3,2,0,3,8.7,822.5,3,1.77
house,PI,Nordeste,Teresina,Região Periférica,FipeZAP,5857.0,250,4,3,0,2,5.3,856.25,0,25.85
house,DF,Centro-Oeste,Brasília,Região Periférica,FipeZAP,10090.0,135,4,3,0,3,5.5,568.29,11,13.31
apartment,PB,Nordeste,João Pessoa,Zona Norte,FipeZAP,8081.0,156,3,4,22,1,7.3,1988.34,20,7.8
apartment,PE,Nordeste,Recife,Zona Norte,FipeZAP,8615.0,195,4,3,25,1,5.9,1132.08,20,6.42
apartment,RR,Norte,Boa Vista,Região Comercial,estimated_regional_proxy,5300.0,72,3,3,9,3,7.0,1146.16,34,4.24
house,PE,Nordeste,Recife,Zona Oeste,FipeZAP,8615.0,117,3,4,0,1,7.8,568.09,27,13.21
apartment,AL,Nordeste,Maceió,Zona Oeste,FipeZAP,9908.0,172,4,3,19,1,6.9,1273.57,38,8.08
house,PB,Nordeste,João Pessoa,Área Nobre,FipeZAP,8081.0,238,4,3,0,3,9.7,1287.55,18,3.72
house,MT,Centro-Oeste,Cuiabá,Área Universitária,FipeZAP,6931.0,120,4,5,0,1,7.5,734.09,29,12.74
house,PE,Nordeste,Recife,Região Comercial,FipeZAP,8615.0,253,3,3,0,2,8.3,1162.04,26,6.35
apartment,MS,Centro-Oeste,Campo Grande,Zona Oeste,FipeZAP,6839.0,140,3,4,5,2,8.4,1363.69,38,19.16
apartment,PA,Norte,Belém,Região Residencial,FipeZAP,8882.0,206,4,5,16,0,6.9,2362.53,24,11.35
apartment,CE,Nordeste,Fortaleza,Região Comercial,FipeZAP,9350.0,216,3,4,18,0,7.0,2630.87,32,8.94
apartment,MA,Nordeste,São Luís,Área Nobre,FipeZAP,8627.0,148,4,3,3,0,9.6,1631.12,29,0.69
apartment,BA,Nordeste,Salvador,Área Nobre,FipeZAP,8385.0,187,3,3,23,1,8.7,2114.25,0,6.74
apartment,DF,Centro-Oeste,Brasília,Zona Norte,FipeZAP,10090.0,101,3,3,8,0,5.9,1166.68,5,14.94
apartment,AM,Norte,Manaus,Região Residencial,FipeZAP,7513.0,52,3,2,27,2,8.3,786.6,24,10.55
house,MA,Nordeste,São Luís,Zona Leste,FipeZAP,8627.0,119,4,5,0,2,7.8,601.79,22,12.91
house,MG,Sudeste,Belo Horizonte,Zona Leste,FipeZAP,10663.0,261,4,4,0,2,5.7,1144.91,19,11.55
apartment,ES,Sudeste,Vitória,Região Periférica,FipeZAP,14818.0,156,3,2,17,1,5.4,1085.84,3,19.06
house,RO,Norte,Porto Velho,Região Residencial,estimated_regional_proxy,5600.0,298,4,4,0,2,8.7,892.28,35,11.2
house,ES,Sudeste,Vitória,Região Periférica,FipeZAP,14818.0,186,4,4,0,4,5.6,762.44,21,17.32
apartment,PI,Nordeste,Teresina,Área Nobre,FipeZAP,5857.0,190,5,4,23,3,9.4,3060.74,39,2.14
apartment,ES,Sudeste,Vitória,Região Residencial,FipeZAP,14818.0,149,4,5,19,1,7.6,1277.01,8,8.19
apartment,MT,Centro-Oeste,Cuiabá,Zona Norte,FipeZAP,6931.0,130,3,3,20,3,7.6,1856.11,28,7.46
apartment,SP,Sudeste,São Paulo,Região Periférica,FipeZAP,12019.0,205,4,3,21,3,6.4,986.89,9,13.83
apartment,RJ,Sudeste,Rio de Janeiro,Centro,FipeZAP,10939.0,33,1,2,27,1,7.3,476.81,24,3.5
house,RS,Sul,Porto Alegre,Centro,FipeZAP,7579.0,250,5,4,0,1,8.4,921.65,39,1.26
apartment,MG,Sudeste,Belo Horizonte,Zona Oeste,FipeZAP,10663.0,72,3,2,27,0,7.1,714.01,16,9.09
apartment,DF,Centro-Oeste,Brasília,Zona Sul,FipeZAP,10090.0,149,3,4,27,0,7.6,1703.61,26,7.43
apartment,RS,Sul,Porto Alegre,Centro,FipeZAP,7579.0,126,2,1,9,1,7.5,1375.61,27,3.15
apartment,RO,Norte,Porto Velho,Zona Leste,estimated_regional_proxy,5600.0,59,3,4,2,2,6.2,586.81,5,11.09
apartment,PI,Nordeste,Teresina,Zona Sul,FipeZAP,5857.0,119,3,2,3,1,9.8,1620.24,4,8.8
apartment,SP,Sudeste,São Paulo,Área Universitária,FipeZAP,12019.0,147,5,5,30,1,6.6,2174.27,12,9.54
apartment,BA,Nordeste,Salvador,Centro,FipeZAP,8385.0,156,4,3,8,2,7.0,1302.95,8,2.87
apartment,BA,Nordeste,Salvador,Região Periférica,FipeZAP,8385.0,191,4,4,8,0,6.7,1902.8,32,20.38
house,RR,Norte,Boa Vista,Zona Oeste,estimated_regional_proxy,5300.0,90,2,2,0,1,7.9,393.45,37,6.94
apartment,TO,Norte,Palmas,Zona Norte,estimated_regional_proxy,5900.0,84,2,1,1,1,6.2,904.62,21,4.38
house,RO,Norte,Porto Velho,Área Nobre,estimated_regional_proxy,5600.0,77,2,1,0,3,9.6,686.11,17,3.09
house,DF,Centro-Oeste,Brasília,Zona Sul,FipeZAP,10090.0,179,4,5,0,1,8.4,615.16,35,10.64
house,RO,Norte,Porto Velho,Zona Norte,estimated_regional_proxy,5600.0,93,4,4,0,0,7.5,238.96,13,7.44
apartment,MS,Centro-Oeste,Campo Grande,Região Residencial,FipeZAP,6839.0,105,3,4,29,0,8.8,1473.96,12,14.42
apartment,AL,Nordeste,Maceió,Zona Norte,FipeZAP,9908.0,77,2,2,32,2,5.5,959.88,1,9.12
house,PI,Nordeste,Teresina,Área Nobre,FipeZAP,5857.0,273,4,3,0,3,9.6,1101.58,8,6.69
house,RJ,Sudeste,Rio de Janeiro,Zona Sul,FipeZAP,10939.0,169,3,4,0,2,8.1,1042.88,9,11.25
apartment,RO,Norte,Porto Velho,Centro,estimated_regional_proxy,5600.0,198,4,5,23,1,8.3,2197.5,36,3.21
apartment,AP,Norte,Macapá,Zona Leste,estimated_regional_proxy,5400.0,36,1,2,5,3,7.2,709.1,0,20.61
apartment,MT,Centro-Oeste,Cuiabá,Área Universitária,FipeZAP,6931.0,196,4,3,18,0,8.4,2000.79,3,6.66
apartment,MG,Sudeste,Belo Horizonte,Área Universitária,FipeZAP,10663.0,83,3,4,2,1,7.6,437.37,6,11.56
apartment,PB,Nordeste,João Pessoa,Região Comercial,FipeZAP,8081.0,95,4,5,25,1,7.1,972.43,29,3.25
apartment,AL,Nordeste,Maceió,Zona Norte,FipeZAP,9908.0,89,2,1,6,1,5.8,911.47,30,12.61
apartment,CE,Nordeste,Fortaleza,Região Periférica,FipeZAP,9350.0,125,2,1,22,1,6.1,1102.07,11,23.51
house,SP,Sudeste,São Paulo,Zona Leste,FipeZAP,12019.0,315,4,3,0,3,7.2,1619.57,28,15.82
apartment,CE,Nordeste,Fortaleza,Centro,FipeZAP,9350.0,71,2,3,25,0,9.1,838.22,23,3.78
apartment,AP,Norte,Macapá,Região Periférica,estimated_regional_proxy,5400.0,210,5,4,11,1,5.6,1733.57,4,24.31
apartment,RJ,Sudeste,Rio de Janeiro,Área Nobre,FipeZAP,10939.0,172,4,3,15,1,8.5,2762.88,25,6.69
apartment,CE,Nordeste,Fortaleza,Área Nobre,FipeZAP,9350.0,84,2,1,14,2,9.5,1744.83,4,2.46
apartment,AL,Nordeste,Maceió,Zona Sul,FipeZAP,9908.0,118,2,2,2,3,8.6,2067.73,14,6.96
house,SP,Sudeste,São Paulo,Zona Norte,FipeZAP,12019.0,249,4,3,0,3,6.0,694.36,8,12.31
apartment,RS,Sul,Porto Alegre,Região Periférica,FipeZAP,7579.0,194,4,3,3,0,5.5,1669.72,3,26.58
apartment,RR,Norte,Boa Vista,Zona Leste,estimated_regional_proxy,5300.0,30,1,1,25,3,6.8,654.81,18,18.63
house,AM,Norte,Manaus,Centro,FipeZAP,7513.0,162,3,4,0,2,8.4,691.92,23,1.47
apartment,PR,Sul,Curitiba,Centro,FipeZAP,11694.0,216,4,5,35,1,8.4,3331.88,21,1.93
apartment,RR,Norte,Boa Vista,Zona Sul,estimated_regional_proxy,5300.0,85,2,2,8,1,9.1,1183.99,37,3.02
house,AM,Norte,Manaus,Zona Oeste,FipeZAP,7513.0,62,3,3,0,1,6.1,129.01,7,7.66
house,CE,Nordeste,Fortaleza,Região Residencial,FipeZAP,9350.0,94,3,3,0,1,6.3,356.98,38,7.06
apartment,MS,Centro-Oeste,Campo Grande,Região Residencial,FipeZAP,6839.0,168,3,4,28,2,8.5,1602.93,19,14.14
apartment,PB,Nordeste,João Pessoa,Zona Leste,FipeZAP,8081.0,50,1,2,34,2,5.6,658.26,25,7.42
apartment,CE,Nordeste,Fortaleza,Zona Leste,FipeZAP,9350.0,219,4,3,10,0,6.2,2483.09,33,12.87
apartment,RR,Norte,Boa Vista,Centro,estimated_regional_proxy,5300.0,142,3,3,26,1,8.5,1664.61,18,2.03
house,MT,Centro-Oeste,Cuiabá,Zona Norte,FipeZAP,6931.0,288,4,3,0,0,6.1,713.02,11,17.9
apartment,RR,Norte,Boa Vista,Região Periférica,estimated_regional_proxy,5300.0,55,1,2,13,0,6.7,364.64,30,11.29
house,SC,Sul,Florianópolis,Centro,FipeZAP,13208.0,126,3,2,0,1,7.8,618.67,24,3.33
apartment,AC,Norte,Rio Branco,Área Nobre,estimated_regional_proxy,5200.0,195,4,3,11,0,8.9,2427.43,20,2.46
apartment,RR,Norte,Boa Vista,Zona Oeste,estimated_regional_proxy,5300.0,202,3,3,34,3,6.1,3058.15,37,17.53
apartment,RJ,Sudeste,Rio de Janeiro,Zona Norte,FipeZAP,10939.0,203,4,5,29,1,6.6,1454.33,38,5.12
house,AL,Nordeste,Maceió,Zona Sul,FipeZAP,9908.0,253,4,4,0,3,8.4,1552.59,40,10.27
apartment,AM,Norte,Manaus,Zona Sul,FipeZAP,7513.0,131,2,2,3,0,7.6,1836.33,26,10.54
house,AM,Norte,Manaus,Região Periférica,FipeZAP,7513.0,193,3,3,0,2,6.6,506.95,27,15.84
apartment,ES,Sudeste,Vitória,Zona Leste,FipeZAP,14818.0,183,4,3,33,0,6.6,1577.84,32,15.34
apartment,AM,Norte,Manaus,Região Residencial,FipeZAP,7513.0,40,2,2,13,3,7.9,459.97,24,4.57
apartment,SP,Sudeste,São Paulo,Área Universitária,FipeZAP,12019.0,63,1,2,18,2,7.0,883.51,32,9.58
house,MS,Centro-Oeste,Campo Grande,Zona Norte,FipeZAP,6839.0,169,3,3,0,1,8.0,357.83,21,13.94
house,DF,Centro-Oeste,Brasília,Área Nobre,FipeZAP,10090.0,83,2,2,0,2,9.6,621.46,13,3.11
apartment,SP,Sudeste,São Paulo,Zona Oeste,FipeZAP,12019.0,208,3,2,27,0,8.3,2167.71,31,11.19
apartment,MG,Sudeste,Belo Horizonte,Zona Oeste,FipeZAP,10663.0,128,2,2,35,1,8.1,842.11,23,18.67
apartment,PI,Nordeste,Teresina,Zona Oeste,FipeZAP,5857.0,162,4,4,7,1,6.3,1609.29,18,17.64
apartment,PR,Sul,Curitiba,Área Nobre,FipeZAP,11694.0,135,4,3,16,1,8.7,1699.93,6,1.18
house,DF,Centro-Oeste,Brasília,Zona Sul,FipeZAP,10090.0,95,2,3,0,2,8.9,490.95,33,10.69
apartment,PR,Sul,Curitiba,Área Nobre,FipeZAP,11694.0,218,5,5,34,0,9.0,1715.02,12,2.26
apartment,AL,Nordeste,Maceió,Zona Sul,FipeZAP,9908.0,92,3,2,15,1,8.7,1451.8,39,8.39
