property_type,state,region,city,neighborhood,price_source,base_price_m2,area_m2,bedrooms,bathrooms,floor,parking_spaces,neighborhood_score,condo_fee,age_years,distance_to_center_km,price
apartment,RJ,Sudeste,Rio de Janeiro,Zona Oeste,FipeZAP,10939.0,106,2,1,22,2,7.3,1168.17,36,15.23,1180418.01
apartment,PI,Nordeste,Teresina,Área Nobre,FipeZAP,5857.0,119,3,4,11,1,8.7,1188.68,8,5.75,1303568.74
house,AM,Norte,Manaus,Região Periférica,FipeZAP,7513.0,258,4,5,0,2,4.2,612.35,6,26.58,1521863.23
apartment,RN,Nordeste,Natal,Zona Leste,FipeZAP,6334.0,167,3,2,24,1,5.6,1244.57,4,15.92,1110152.57
house,PE,Nordeste,Recife,Centro,FipeZAP,8615.0,265,5,5,0,1,8.1,602.75,4,3.57,2813448.55
apartment,SC,Sul,Florianópolis,Área Nobre,FipeZAP,13208.0,34,1,2,31,2,9.0,664.43,20,1.86,830588.42
apartment,AC,Norte,Rio Branco,Área Nobre,estimated_regional_proxy,5200.0,44,1,1,0,0,9.6,318.49,34,4.12,327756.35
apartment,AL,Nordeste,Maceió,Região Comercial,FipeZAP,9908.0,78,2,2,13,1,7.9,727.17,28,8.45,902265.98
apartment,DF,Centro-Oeste,Brasília,Zona Oeste,FipeZAP,10090.0,105,3,4,15,2,6.1,1342.96,33,5.82,1149371.21
apartment,PA,Norte,Belém,Região Residencial,FipeZAP,8882.0,187,4,5,20,0,8.6,2105.92,8,5.44,1925741.54
house,AM,Norte,Manaus,Área Nobre,FipeZAP,7513.0,227,4,5,0,2,8.9,1345.76,23,5.32,2310534.41
apartment,RR,Norte,Boa Vista,Zona Oeste,estimated_regional_proxy,5300.0,121,3,4,11,2,7.0,1420.74,38,11.39,699914.5
house,AC,Norte,Rio Branco,Região Comercial,estimated_regional_proxy,5200.0,171,4,3,0,2,7.0,672.21,5,8.47,1262142.3
house,AC,Norte,Rio Branco,Região Periférica,estimated_regional_proxy,5200.0,240,4,5,0,1,5.5,498.35,20,22.38,939683.62
apartment,MG,Sudeste,Belo Horizonte,Região Comercial,FipeZAP,10663.0,183,3,3,9,2,7.4,2617.13,17,5.82,2193395.14
house,PR,Sul,Curitiba,Região Periférica,FipeZAP,11694.0,127,3,4,0,1,5.0,377.32,37,19.1,1017535.7
house,DF,Centro-Oeste,Brasília,Região Periférica,FipeZAP,10090.0,243,3,3,0,1,4.8,684.25,0,26.17,1784305.7
apartment,PR,Sul,Curitiba,Região Residencial,FipeZAP,11694.0,103,3,2,31,1,8.4,923.51,1,15.13,1470771.96
apartment,RS,Sul,Porto Alegre,Região Periférica,FipeZAP,7579.0,191,4,5,18,3,4.8,1365.66,6,13.13,1463641.59
apartment,SC,Sul,Florianópolis,Região Periférica,FipeZAP,13208.0,84,4,5,17,2,6.3,739.75,34,17.96,976416.7
house,ES,Sudeste,Vitória,Área Nobre,FipeZAP,14818.0,247,4,5,0,2,9.7,1514.9,1,6.93,4708950.8
apartment,MG,Sudeste,Belo Horizonte,Área Nobre,FipeZAP,10663.0,147,3,2,34,1,9.0,1940.66,30,4.85,2286152.33
house,AC,Norte,Rio Branco,Zona Oeste,estimated_regional_proxy,5200.0,276,3,2,0,3,6.8,1104.32,8,12.64,1602970.36
apartment,BA,Nordeste,Salvador,Zona Norte,FipeZAP,8385.0,59,2,2,15,1,7.8,412.84,28,11.85,497684.04
apartment,RN,Nordeste,Natal,Zona Leste,FipeZAP,6334.0,164,4,3,8,1,7.5,1314.84,38,15.01,1027289.58
apartment,MG,Sudeste,Belo Horizonte,Zona Norte,FipeZAP,10663.0,187,3,4,31,1,7.4,1972.26,22,12.79,2067572.4
apartment,PA,Norte,Belém,Região Residencial,FipeZAP,8882.0,176,3,2,20,1,7.6,1895.4,34,13.06,1513712.22
apartment,RO,Norte,Porto Velho,Zona Leste,estimated_regional_proxy,5600.0,50,2,3,17,1,7.6,290.74,30,10.96,381784.88
house,CE,Nordeste,Fortaleza,Área Nobre,FipeZAP,9350.0,61,2,2,0,1,9.4,135.46,16,4.13,882582.4
apartment,CE,Nordeste,Fortaleza,Zona Sul,FipeZAP,9350.0,169,4,4,22,1,8.0,1565.39,28,6.68,1942068.74
apartment,GO,Centro-Oeste,Goiânia,Região Residencial,FipeZAP,8226.0,89,3,4,5,2,7.1,749.73,6,14.78,1057749.54
apartment,PR,Sul,Curitiba,Zona Norte,FipeZAP,11694.0,215,4,4,20,2,7.5,1253.31,20,12.03,2620933.4
apartment,RJ,Sudeste,Rio de Janeiro,Área Nobre,FipeZAP,10939.0,153,3,4,20,0,9.3,2705.3,18,1.58,2457011.34
apartment,TO,Norte,Palmas,Região Residencial,estimated_regional_proxy,5900.0,44,1,2,28,0,7.3,456.52,1,12.21,465076.64
apartment,ES,Sudeste,Vitória,Região Residencial,FipeZAP,14818.0,219,4,4,4,1,8.0,2556.18,25,5.79,3262275.1
apartment,TO,Norte,Palmas,Zona Norte,estimated_regional_proxy,5900.0,119,3,3,33,0,7.0,1461.97,29,8.46,760982.75
apartment,RJ,Sudeste,Rio de Janeiro,Zona Oeste,FipeZAP,10939.0,100,2,2,28,1,6.5,1047.17,4,13.51,1294478.2
house,AL,Nordeste,Maceió,Região Comercial,FipeZAP,9908.0,149,4,3,0,2,7.7,722.74,12,6.32,1878288.84
apartment,PA,Norte,Belém,Região Residencial,FipeZAP,8882.0,138,2,3,31,2,7.2,1564.58,35,9.39,1300517.96
apartment,AM,Norte,Manaus,Zona Oeste,FipeZAP,7513.0,106,4,4,21,2,8.1,968.9,13,12.92,1188239.51
house,RO,Norte,Porto Velho,Zona Oeste,estimated_regional_proxy,5600.0,227,4,4,0,3,7.0,1037.0,1,16.95,1634118.02
apartment,RJ,Sudeste,Rio de Janeiro,Área Universitária,FipeZAP,10939.0,211,4,5,31,1,7.6,1578.6,38,5.3,2440752.72
house,BA,Nordeste,Salvador,Região Periférica,FipeZAP,8385.0,167,3,2,0,3,4.3,548.31,23,11.16,1142651.94
apartment,SE,Nordeste,Aracaju,Zona Norte,FipeZAP,5529.0,82,3,2,1,0,7.5,221.26,9,4.69,617414.08
apartment,MS,Centro-Oeste,Campo Grande,Região Comercial,FipeZAP,6839.0,58,3,2,18,1,8.8,480.97,40,5.08,518042.2
apartment,GO,Centro-Oeste,Goiânia,Área Nobre,FipeZAP,8226.0,61,3,4,0,2,9.6,625.03,34,5.43,841567.49
apartment,PA,Norte,Belém,Região Residencial,FipeZAP,8882.0,34,1,1,1,2,6.4,376.09,1,4.83,525809.0
apartment,DF,Centro-Oeste,Brasília,Centro,FipeZAP,10090.0,159,3,3,11,2,8.6,1528.98,13,2.96,2069387.78
apartment,DF,Centro-Oeste,Brasília,Área Nobre,FipeZAP,10090.0,187,3,4,32,0,8.5,2753.51,10,2.22,2651849.5
house,MA,Nordeste,São Luís,Região Comercial,FipeZAP,8627.0,243,3,2,0,2,8.4,1156.52,5,6.42,2296453.28
house,MG,Sudeste,Belo Horizonte,Região Residencial,FipeZAP,10663.0,247,4,5,0,1,8.1,901.29,26,15.23,2454093.35
house,PR,Sul,Curitiba,Centro,FipeZAP,11694.0,154,3,3,0,1,7.3,546.86,22,2.91,1882570.71
house,PB,Nordeste,João Pessoa,Região Residencial,FipeZAP,8081.0,221,3,3,0,0,7.1,507.49,30,14.19,1687876.35
apartment,MA,Nordeste,São Luís,Área Nobre,FipeZAP,8627.0,149,3,2,14,0,10.0,991.86,2,1.41,2034692.98
apartment,AP,Norte,Macapá,Zona Oeste,estimated_regional_proxy,5400.0,158,3,4,28,1,7.0,1995.83,1,18.99,988741.35
house,PR,Sul,Curitiba,Zona Norte,FipeZAP,11694.0,67,2,3,0,1,6.8,59.23,18,12.33,761683.43
apartment,AC,Norte,Rio Branco,Região Periférica,estimated_regional_proxy,5200.0,158,5,5,6,0,5.9,1125.15,9,15.79,857980.32
house,PA,Norte,Belém,Centro,FipeZAP,8882.0,100,2,3,0,2,9.2,535.16,33,3.75,984615.11
apartment,ES,Sudeste,Vitória,Zona Sul,FipeZAP,14818.0,166,4,5,31,1,7.9,2572.06,29,5.73,3057254.13
house,AL,Nordeste,Maceió,Região Periférica,FipeZAP,9908.0,87,3,2,0,2,5.6,472.7,4,14.14,913191.9
apartment,PA,Norte,Belém,Zona Leste,FipeZAP,8882.0,149,3,2,10,2,7.9,1964.41,35,20.36,1166670.54
apartment,GO,Centro-Oeste,Goiânia,Centro,FipeZAP,8226.0,122,4,4,6,0,9.1,665.63,34,2.54,1292191.99
house,GO,Centro-Oeste,Goiânia,Centro,FipeZAP,8226.0,210,4,5,0,0,7.3,1059.3,22,2.25,1829026.41
apartment,PR,Sul,Curitiba,Zona Oeste,FipeZAP,11694.0,192,4,4,32,1,6.4,1161.85,37,6.33,2299338.94
apartment,TO,Norte,Palmas,Área Nobre,estimated_regional_proxy,5900.0,178,4,4,4,1,9.9,2811.82,27,4.88,1673256.13
apartment,SE,Nordeste,Aracaju,Zona Leste,FipeZAP,5529.0,143,3,3,35,1,5.1,1153.66,11,21.96,891197.71
apartment,SE,Nordeste,Aracaju,Região Comercial,FipeZAP,5529.0,120,3,3,13,0,8.6,1285.2,7,2.35,930592.79
house,MS,Centro-Oeste,Campo Grande,Região Residencial,FipeZAP,6839.0,293,5,5,0,2,7.1,1348.26,14,10.7,2086290.51
apartment,MG,Sudeste,Belo Horizonte,Zona Sul,FipeZAP,10663.0,49,1,1,34,1,9.7,548.02,8,11.76,847998.32
house,SE,Nordeste,Aracaju,Centro,FipeZAP,5529.0,176,3,3,0,1,8.0,447.07,33,1.75,1206915.99
apartment,SE,Nordeste,Aracaju,Zona Oeste,FipeZAP,5529.0,103,2,3,2,0,8.2,789.27,7,11.62,722478.47
house,GO,Centro-Oeste,Goiânia,Zona Oeste,FipeZAP,8226.0,290,4,5,0,3,5.9,1372.77,0,13.68,2418107.86
apartment,SE,Nordeste,Aracaju,Centro,FipeZAP,5529.0,57,1,2,20,2,8.2,1077.32,11,3.01,644978.92
apartment,AC,Norte,Rio Branco,Região Comercial,estimated_regional_proxy,5200.0,109,3,3,8,3,6.5,1518.72,22,5.23,938794.07
house,AM,Norte,Manaus,Zona Oeste,FipeZAP,7513.0,175,4,3,0,4,6.1,838.16,5,11.37,1620114.4
apartment,PA,Norte,Belém,Centro,FipeZAP,8882.0,59,2,2,18,2,9.1,699.88,35,2.45,690295.59
house,CE,Nordeste,Fortaleza,Região Periférica,FipeZAP,9350.0,155,3,3,0,2,5.2,671.44,25,24.94,1058831.85
apartment,ES,Sudeste,Vitória,Região Periférica,FipeZAP,14818.0,153,4,5,22,1,5.0,1394.56,2,24.41,1768280.21
apartment,MT,Centro-Oeste,Cuiabá,Região Residencial,FipeZAP,6931.0,56,2,3,26,0,8.6,500.82,28,14.82,445750.83
apartment,RO,Norte,Porto Velho,Zona Oeste,estimated_regional_proxy,5600.0,150,4,4,15,1,8.4,1524.32,16,11.59,1248344.04
apartment,MA,Nordeste,São Luís,Zona Norte,FipeZAP,8627.0,180,3,2,32,0,5.7,1534.37,39,5.45,1374259.85
house,AM,Norte,Manaus,Região Periférica,FipeZAP,7513.0,297,3,3,0,1,7.0,682.79,6,26.73,1582170.76
apartment,PA,Norte,Belém,Região Residencial,FipeZAP,8882.0,151,5,4,8,2,6.2,1539.16,3,6.4,1892521.14
apartment,SE,Nordeste,Aracaju,Zona Sul,FipeZAP,5529.0,93,3,4,28,1,7.8,1186.48,8,8.75,887676.9
house,AC,Norte,Rio Branco,Zona Leste,estimated_regional_proxy,5200.0,233,5,4,0,2,5.4,724.99,0,10.4,1466622.91
apartment,PR,Sul,Curitiba,Zona Sul,FipeZAP,11694.0,77,2,1,15,2,8.3,1240.48,39,9.02,1184474.68
apartment,DF,Centro-Oeste,Brasília,Zona Oeste,FipeZAP,10090.0,165,3,3,8,2,6.3,1632.6,23,10.64,1758068.51
apartment,ES,Sudeste,Vitória,Zona Leste,FipeZAP,14818.0,51,1,2,12,2,7.8,417.93,37,15.73,688503.64
apartment,SC,Sul,Florianópolis,Região Residencial,FipeZAP,13208.0,143,4,5,1,1,7.6,1387.81,2,12.36,2303910.84
apartment,AP,Norte,Macapá,Zona Norte,estimated_regional_proxy,5400.0,94,2,1,30,1,6.1,1126.07,5,12.83,642956.27
apartment,SP,Sudeste,São Paulo,Região Residencial,FipeZAP,12019.0,166,3,3,2,1,7.6,1129.74,37,8.84,1765646.62
apartment,PR,Sul,Curitiba,Região Comercial,FipeZAP,11694.0,213,4,5,16,0,7.5,1906.79,8,3.41,2951110.59
apartment,AC,Norte,Rio Branco,Área Universitária,estimated_regional_proxy,5200.0,105,4,5,0,1,7.0,708.17,30,12.88,738796.28
apartment,PB,Nordeste,João Pessoa,Centro,FipeZAP,8081.0,181,5,5,3,0,8.7,1658.64,20,3.12,1981449.42
apartment,SP,Sudeste,São Paulo,Área Universitária,FipeZAP,12019.0,166,5,5,28,2,6.6,1768.59,40,2.87,2159807.79
apartment,RO,Norte,Porto Velho,Região Residencial,estimated_regional_proxy,5600.0,65,3,4,17,1,6.0,536.2,15,14.6,559431.38
apartment,AM,Norte,Manaus,Zona Norte,FipeZAP,7513.0,201,3,3,9,2,6.8,2068.62,15,13.32,1655905.94
apartment,ES,Sudeste,Vitória,Área Universitária,FipeZAP,14818.0,81,2,3,8,0,7.7,984.93,29,8.37,1175429.83
apartment,CE,Nordeste,Fortaleza,Zona Oeste,FipeZAP,9350.0,105,4,3,32,2,8.0,1331.29,17,12.52,1295595.88
apartment,RN,Nordeste,Natal,Centro,FipeZAP,6334.0,134,3,2,32,1,9.0,1162.69,40,1.94,965261.9
apartment,SE,Nordeste,Aracaju,Área Universitária,FipeZAP,5529.0,98,2,2,0,0,7.2,941.67,14,8.71,694574.07
apartment,PB,Nordeste,João Pessoa,Região Periférica,FipeZAP,8081.0,195,5,5,6,1,5.3,1653.09,6,11.54,1480869.99
apartment,DF,Centro-Oeste,Brasília,Região Residencial,FipeZAP,10090.0,124,4,5,19,0,8.2,1452.4,37,11.67,1384567.39
house,MA,Nordeste,São Luís,Zona Oeste,FipeZAP,8627.0,285,5,4,0,1,6.8,1332.9,4,16.9,2455377.15
apartment,MG,Sudeste,Belo Horizonte,Zona Leste,FipeZAP,10663.0,32,1,2,4,1,5.4,115.66,4,14.86,407164.64
apartment,RN,Nordeste,Natal,Área Nobre,FipeZAP,6334.0,162,4,3,35,1,9.5,1261.29,10,1.21,1772308.23
house,PR,Sul,Curitiba,Região Residencial,FipeZAP,11694.0,153,3,3,0,1,6.1,382.63,5,4.07,1924939.97
apartment,SE,Nordeste,Aracaju,Região Residencial,FipeZAP,5529.0,81,2,1,32,2,6.4,1141.08,7,3.01,727570.54
apartment,SC,Sul,Florianópolis,Zona Oeste,FipeZAP,13208.0,111,3,4,18,2,7.8,1647.3,18,12.32,1715506.62
apartment,BA,Nordeste,Salvador,Região Periférica,FipeZAP,8385.0,205,5,5,18,0,5.9,1318.57,34,17.51,1400743.28
house,RR,Norte,Boa Vista,Região Comercial,estimated_regional_proxy,5300.0,183,4,4,0,0,6.9,318.5,28,3.0,1193532.66
house,PI,Nordeste,Teresina,Área Nobre,FipeZAP,5857.0,308,3,4,0,3,9.3,1711.32,31,4.24,2464712.03
house,PA,Norte,Belém,Centro,FipeZAP,8882.0,203,4,4,0,1,7.3,1091.78,12,1.18,2272955.14
house,TO,Norte,Palmas,Região Comercial,estimated_regional_proxy,5900.0,91,3,4,0,4,7.0,752.73,40,8.55,731975.01
apartment,RR,Norte,Boa Vista,Área Universitária,estimated_regional_proxy,5300.0,212,5,4,6,2,8.4,2536.11,12,12.91,1624266.42
apartment,RS,Sul,Porto Alegre,Zona Norte,FipeZAP,7579.0,149,3,4,11,1,7.8,1326.52,33,5.49,1222244.21
apartment,PI,Nordeste,Teresina,Região Residencial,FipeZAP,5857.0,178,3,2,31,2,6.4,1174.01,2,12.02,1376109.19
house,AM,Norte,Manaus,Zona Sul,FipeZAP,7513.0,149,3,4,0,1,9.2,412.43,14,8.37,1612418.9
house,AP,Norte,Macapá,Zona Oeste,estimated_regional_proxy,5400.0,234,3,3,0,1,6.4,699.64,8,9.79,1387451.83
apartment,PR,Sul,Curitiba,Área Nobre,FipeZAP,11694.0,187,4,5,25,0,9.2,1801.16,1,0.56,3267382.93
apartment,TO,Norte,Palmas,Zona Sul,estimated_regional_proxy,5900.0,120,3,2,13,1,9.6,1127.76,11,2.48,1175654.78
apartment,PI,Nordeste,Teresina,Zona Oeste,FipeZAP,5857.0,218,4,5,24,0,6.6,1655.23,37,6.38,1238783.11
apartment,RO,Norte,Porto Velho,Região Residencial,estimated_regional_proxy,5600.0,184,3,4,10,2,7.0,1907.15,16,8.04,1280722.91
house,DF,Centro-Oeste,Brasília,Zona Leste,FipeZAP,10090.0,124,3,4,0,1,6.6,633.86,30,16.41,1103270.54
apartment,PE,Nordeste,Recife,Zona Leste,FipeZAP,8615.0,57,1,1,1,0,5.9,369.51,23,9.2,457530.31
house,CE,Nordeste,Fortaleza,Zona Leste,FipeZAP,9350.0,250,5,5,0,2,6.4,1181.08,13,14.21,2262459.56
apartment,SE,Nordeste,Aracaju,Região Periférica,FipeZAP,5529.0,162,3,2,4,1,6.2,731.91,23,24.84,603034.99
apartment,SC,Sul,Florianópolis,Região Residencial,FipeZAP,13208.0,105,2,2,26,1,6.4,821.78,12,5.98,1521018.47
apartment,MA,Nordeste,São Luís,Área Nobre,FipeZAP,8627.0,120,2,3,12,1,9.1,1598.84,28,3.15,1436332.91
house,MS,Centro-Oeste,Campo Grande,Região Comercial,FipeZAP,6839.0,134,3,3,0,1,7.9,467.46,35,5.91,1058457.66
house,PA,Norte,Belém,Centro,FipeZAP,8882.0,206,5,4,0,1,8.0,1063.48,28,0.87,2037779.84
apartment,DF,Centro-Oeste,Brasília,Zona Sul,FipeZAP,10090.0,149,3,4,27,0,7.6,1703.61,26,7.43,1950686.72
apartment,SE,Nordeste,Aracaju,Centro,FipeZAP,5529.0,100,3,2,19,0,8.0,807.09,39,2.78,680752.4
apartment,AL,Nordeste,Maceió,Região Comercial,FipeZAP,9908.0,199,4,4,30,0,7.7,2273.32,0,7.2,2328710.55
apartment,PE,Nordeste,Recife,Centro,FipeZAP,8615.0,38,1,2,8,1,8.3,533.22,26,1.62,483923.2
apartment,ES,Sudeste,Vitória,Zona Sul,FipeZAP,14818.0,161,3,2,29,2,8.4,2585.52,36,3.07,2888673.1
apartment,BA,Nordeste,Salvador,Região Periférica,FipeZAP,8385.0,143,4,3,0,2,5.9,856.51,4,21.33,1078836.01
apartment,BA,Nordeste,Salvador,Centro,FipeZAP,8385.0,178,4,5,17,1,7.3,1189.21,29,2.47,1918494.05
apartment,DF,Centro-Oeste,Brasília,Área Universitária,FipeZAP,10090.0,46,2,1,20,1,7.4,578.53,35,8.2,526466.24
apartment,RR,Norte,Boa Vista,Área Nobre,estimated_regional_proxy,5300.0,130,4,3,9,1,9.2,1789.06,20,2.93,1316091.4
apartment,MS,Centro-Oeste,Campo Grande,Zona Norte,FipeZAP,6839.0,153,3,2,3,1,6.8,1815.98,31,7.74,1014560.46
apartment,AC,Norte,Rio Branco,Área Nobre,estimated_regional_proxy,5200.0,125,3,2,9,0,9.7,1693.41,9,0.91,1153213.58
apartment,PE,Nordeste,Recife,Zona Oeste,FipeZAP,8615.0,199,4,3,16,2,5.9,2140.78,24,8.53,1792496.86
apartment,MA,Nordeste,São Luís,Área Universitária,FipeZAP,8627.0,212,3,4,3,1,7.4,2804.18,17,4.27,2013550.4
apartment,PR,Sul,Curitiba,Zona Oeste,FipeZAP,11694.0,178,3,3,8,1,5.9,2392.63,9,17.72,2274771.33
house,GO,Centro-Oeste,Goiânia,Região Periférica,FipeZAP,8226.0,256,4,5,0,2,4.5,562.23,13,11.36,1742948.31
apartment,CE,Nordeste,Fortaleza,Região Residencial,FipeZAP,9350.0,66,2,3,25,0,8.2,570.0,31,12.09,685159.91
apartment,PE,Nordeste,Recife,Área Nobre,FipeZAP,8615.0,69,3,3,5,2,8.6,1117.89,34,5.27,1041498.37
apartment,MT,Centro-Oeste,Cuiabá,Zona Oeste,FipeZAP,6931.0,96,2,3,17,1,7.3,777.16,34,18.38,638877.29
apartment,TO,Norte,Palmas,Zona Leste,estimated_regional_proxy,5900.0,110,3,2,26,3,5.1,1176.1,8,21.34,820528.37
house,RJ,Sudeste,Rio de Janeiro,Zona Sul,FipeZAP,10939.0,169,3,4,0,2,8.1,1042.88,9,11.25,2242146.4
apartment,SE,Nordeste,Aracaju,Zona Oeste,FipeZAP,5529.0,185,4,4,16,2,8.1,1111.43,22,15.62,1162690.23
apartment,SP,Sudeste,São Paulo,Zona Norte,FipeZAP,12019.0,129,4,4,8,2,5.5,1344.51,21,10.04,1540856.89
house,DF,Centro-Oeste,Brasília,Região Periférica,FipeZAP,10090.0,266,3,3,0,0,7.0,877.83,37,14.3,1880750.94
apartment,RN,Nordeste,Natal,Centro,FipeZAP,6334.0,154,3,2,14,1,8.3,1537.36,29,0.69,1258742.69
apartment,MS,Centro-Oeste,Campo Grande,Zona Leste,FipeZAP,6839.0,99,3,2,26,1,6.0,1166.21,0,13.85,913385.99
apartment,PA,Norte,Belém,Área Universitária,FipeZAP,8882.0,177,4,4,31,2,7.0,2359.32,9,10.12,1931484.67
apartment,PI,Nordeste,Teresina,Área Nobre,FipeZAP,5857.0,62,3,3,35,1,9.1,1181.94,10,5.57,772039.26
house,RS,Sul,Porto Alegre,Região Residencial,FipeZAP,7579.0,116,3,2,0,2,8.1,576.4,22,13.67,990006.91
house,PI,Nordeste,Teresina,Zona Oeste,FipeZAP,5857.0,158,3,4,0,1,7.1,772.91,23,16.52,880666.21
apartment,MG,Sudeste,Belo Horizonte,Região Residencial,FipeZAP,10663.0,186,4,4,31,1,8.7,2114.97,8,9.16,2347308.7
house,AC,Norte,Rio Branco,Zona Norte,estimated_regional_proxy,5200.0,179,3,4,0,1,5.7,522.37,14,5.12,1166913.33
apartment,AM,Norte,Manaus,Centro,FipeZAP,7513.0,188,3,4,30,2,8.3,2696.12,13,3.59,1871250.92
apartment,GO,Centro-Oeste,Goiânia,Zona Sul,FipeZAP,8226.0,192,4,4,30,1,8.6,2866.14,19,4.28,2060534.75
apartment,PE,Nordeste,Recife,Área Nobre,FipeZAP,8615.0,90,3,4,31,2,9.3,1751.4,12,5.47,1331611.93
apartment,PI,Nordeste,Teresina,Região Comercial,FipeZAP,5857.0,38,1,2,20,2,8.0,388.27,17,8.88,437337.61
house,AM,Norte,Manaus,Zona Oeste,FipeZAP,7513.0,212,4,3,0,3,7.0,666.36,1,5.31,1938397.18
apartment,RJ,Sudeste,Rio de Janeiro,Zona Leste,FipeZAP,10939.0,147,3,4,2,1,5.2,1073.35,32,20.26,1370861.89
house,RS,Sul,Porto Alegre,Zona Leste,FipeZAP,7579.0,135,2,3,0,1,7.6,346.56,1,11.01,1167430.78
apartment,DF,Centro-Oeste,Brasília,Região Comercial,FipeZAP,10090.0,95,3,2,12,1,8.0,1434.92,40,1.38,1112100.83
apartment,AL,Nordeste,Maceió,Zona Oeste,FipeZAP,9908.0,118,3,4,26,1,6.8,1548.24,32,12.87,1158936.24
apartment,AC,Norte,Rio Branco,Zona Norte,estimated_regional_proxy,5200.0,138,4,4,15,1,6.5,864.59,28,9.59,858432.19
apartment,AL,Nordeste,Maceió,Região Periférica,FipeZAP,9908.0,54,2,3,25,2,5.8,833.71,27,20.73,463555.45
apartment,CE,Nordeste,Fortaleza,Região Periférica,FipeZAP,9350.0,166,3,3,33,0,6.3,1856.21,25,19.4,1165780.22
apartment,SE,Nordeste,Aracaju,Zona Sul,FipeZAP,5529.0,43,1,1,19,1,8.6,704.01,2,4.68,520069.93
apartment,PB,Nordeste,João Pessoa,Zona Norte,FipeZAP,8081.0,34,1,2,26,1,6.6,358.76,9,4.5,457522.8
house,SC,Sul,Florianópolis,Zona Oeste,FipeZAP,13208.0,66,3,3,0,2,6.6,533.04,2,10.09,1124847.59
apartment,PE,Nordeste,Recife,Área Nobre,FipeZAP,8615.0,180,4,5,16,1,9.4,2925.48,24,2.7,2435316.74
apartment,PE,Nordeste,Recife,Zona Norte,FipeZAP,8615.0,179,4,5,3,1,5.7,861.89,9,16.95,1671472.2
apartment,PB,Nordeste,João Pessoa,Área Universitária,FipeZAP,8081.0,173,4,4,2,3,8.0,1801.33,14,7.44,1737597.51
apartment,AC,Norte,Rio Branco,Região Comercial,estimated_regional_proxy,5200.0,102,4,4,19,0,7.0,614.14,30,6.21,723571.6
apartment,RN,Nordeste,Natal,Região Periférica,FipeZAP,6334.0,42,1,2,35,1,6.8,617.03,36,23.0,130728.39
apartment,AM,Norte,Manaus,Região Residencial,FipeZAP,7513.0,70,2,1,24,2,6.1,879.0,3,4.63,808832.08
house,MS,Centro-Oeste,Campo Grande,Centro,FipeZAP,6839.0,75,3,4,0,2,7.5,457.85,40,3.77,697497.0
apartment,BA,Nordeste,Salvador,Zona Leste,FipeZAP,8385.0,131,2,2,13,0,7.0,816.35,15,5.16,1103608.52
house,PE,Nordeste,Recife,Região Periférica,FipeZAP,8615.0,80,3,2,0,3,6.8,426.3,34,27.73,502218.63
apartment,SE,Nordeste,Aracaju,Centro,FipeZAP,5529.0,121,4,4,20,1,8.3,802.42,29,2.35,974877.69
apartment,CE,Nordeste,Fortaleza,Zona Leste,FipeZAP,9350.0,41,1,1,0,1,6.0,361.58,38,7.57,307680.91
apartment,MS,Centro-Oeste,Campo Grande,Região Comercial,FipeZAP,6839.0,119,3,2,7,0,7.4,623.94,34,8.75,817354.56
apartment,DF,Centro-Oeste,Brasília,Região Residencial,FipeZAP,10090.0,96,3,4,7,1,8.6,1048.27,11,5.68,1186572.12
apartment,RR,Norte,Boa Vista,Zona Sul,estimated_regional_proxy,5300.0,41,1,1,7,1,9.0,363.1,15,6.65,410520.89
apartment,RO,Norte,Porto Velho,Zona Leste,estimated_regional_proxy,5600.0,133,2,2,2,3,7.4,1016.85,24,16.75,778104.1
apartment,AL,Nordeste,Maceió,Área Nobre,FipeZAP,9908.0,92,3,3,28,1,9.4,884.5,14,0.59,1489938.48
apartment,AL,Nordeste,Maceió,Zona Oeste,FipeZAP,9908.0,134,2,3,24,2,5.8,1525.75,30,14.35,1340723.2
house,AL,Nordeste,Maceió,Zona Sul,FipeZAP,9908.0,314,4,4,0,1,8.9,1362.27,40,11.34,3188519.84
apartment,ES,Sudeste,Vitória,Região Comercial,FipeZAP,14818.0,150,4,3,5,0,8.2,1650.53,13,4.03,2620983.67
apartment,MS,Centro-Oeste,Campo Grande,Zona Sul,FipeZAP,6839.0,150,4,5,7,0,9.5,1281.35,40,11.34,1289592.32
apartment,RO,Norte,Porto Velho,Zona Norte,estimated_regional_proxy,5600.0,51,3,3,10,1,7.4,597.03,22,8.99,450930.95
apartment,MG,Sudeste,Belo Horizonte,Zona Oeste,FipeZAP,10663.0,72,3,2,27,0,7.1,714.01,16,9.09,896525.07
apartment,MA,Nordeste,São Luís,Área Universitária,FipeZAP,8627.0,60,2,2,28,1,6.7,709.52,36,8.66,553956.68
apartment,DF,Centro-Oeste,Brasília,Zona Leste,FipeZAP,10090.0,94,3,2,10,0,5.7,1048.67,23,9.87,822234.46
apartment,PA,Norte,Belém,Região Comercial,FipeZAP,8882.0,170,4,3,27,1,7.5,1848.11,22,8.53,1880755.29
house,RR,Norte,Boa Vista,Zona Sul,estimated_regional_proxy,5300.0,275,3,4,0,2,7.8,1187.97,2,4.33,2083697.93
house,AC,Norte,Rio Branco,Zona Leste,estimated_regional_proxy,5200.0,127,4,3,0,2,5.7,667.16,29,9.69,686293.98
apartment,AC,Norte,Rio Branco,Área Nobre,estimated_regional_proxy,5200.0,31,1,2,10,1,8.6,686.71,0,5.02,551691.62
